data_structure,sample,iteration,user,runtime
BWT-HMM,compressed_hypothetical_protein_test,0,Tad Berkery,0.1971426010131836
MLSE-Viterbi,compressed_hypothetical_protein_test,0,Tad Berkery,0.4500417709350586
BWT-HMM-Merging,compressed_hypothetical_protein_test,0,Tad Berkery,0.185779333114624
BWT-HMM,hypothetical_protein_test,0,Tad Berkery,6.781615257263184
MLSE-Viterbi,hypothetical_protein_test,0,Tad Berkery,0.4925017356872558
BWT-HMM-Merging,hypothetical_protein_test,0,Tad Berkery,1.259464979171753
BWT-HMM,compressed_hypothetical_protein_test,0,Tad Berkery,0.2045874595642089
MLSE-Viterbi,compressed_hypothetical_protein_test,0,Tad Berkery,0.511542558670044
BWT-HMM-Merging,compressed_hypothetical_protein_test,0,Tad Berkery,0.1885344982147216
BWT-HMM,hypothetical_protein_test,0,Tad Berkery,6.915613889694214
MLSE-Viterbi,hypothetical_protein_test,0,Tad Berkery,0.4393959045410156
BWT-HMM-Merging,hypothetical_protein_test,0,Tad Berkery,1.2002065181732178
BWT-HMM,compressed_hypothetical_protein_test,0,Tad Berkery,0.1990292072296142
MLSE-Viterbi,compressed_hypothetical_protein_test,0,Tad Berkery,0.4500768184661865
BWT-HMM-Merging,compressed_hypothetical_protein_test,0,Tad Berkery,0.1904983520507812
BWT-HMM,hypothetical_protein_test,0,Tad Berkery,6.502398252487183
MLSE-Viterbi,hypothetical_protein_test,0,Tad Berkery,0.4726505279541015
BWT-HMM-Merging,hypothetical_protein_test,0,Tad Berkery,1.1082415580749512
BWT-HMM,compressed_hypothetical_protein_test,0,Tad Berkery,0.1728594303131103
MLSE-Viterbi,compressed_hypothetical_protein_test,0,Tad Berkery,0.4395985603332519
BWT-HMM-Merging,compressed_hypothetical_protein_test,0,Tad Berkery,0.1729731559753418
BWT-HMM,hypothetical_protein_test,0,Tad Berkery,6.913156270980835
MLSE-Viterbi,hypothetical_protein_test,0,Tad Berkery,0.5090949535369873
BWT-HMM-Merging,hypothetical_protein_test,0,Tad Berkery,1.1060974597930908
BWT-HMM,compressed_hypothetical_protein_test,0,Tad Berkery,0.1965327262878418
MLSE-Viterbi,compressed_hypothetical_protein_test,0,Tad Berkery,0.5271458625793457
BWT-HMM-Merging,compressed_hypothetical_protein_test,0,Tad Berkery,0.1975486278533935
BWT-HMM,hypothetical_protein_test,0,Tad Berkery,6.9913010597229
MLSE-Viterbi,hypothetical_protein_test,0,Tad Berkery,0.447495698928833
BWT-HMM-Merging,hypothetical_protein_test,0,Tad Berkery,1.2157940864562988
BWT-HMM,compressed_hypothetical_protein_test,0,Tad Berkery,0.1860449314117431
MLSE-Viterbi,compressed_hypothetical_protein_test,0,Tad Berkery,0.5131607055664062
BWT-HMM-Merging,compressed_hypothetical_protein_test,0,Tad Berkery,0.1855041980743408
BWT-HMM,hypothetical_protein_test,0,Tad Berkery,6.739277601242065
MLSE-Viterbi,hypothetical_protein_test,0,Tad Berkery,0.4369764328002929
BWT-HMM-Merging,hypothetical_protein_test,0,Tad Berkery,1.1731007099151611
BWT-HMM,compressed_hypothetical_protein_test,0,Tad Berkery,0.2067632675170898
MLSE-Viterbi,compressed_hypothetical_protein_test,0,Tad Berkery,0.4640023708343506
BWT-HMM-Merging,compressed_hypothetical_protein_test,0,Tad Berkery,0.1934468746185302
BWT-HMM,hypothetical_protein_test,0,Tad Berkery,6.869379043579102
MLSE-Viterbi,hypothetical_protein_test,0,Tad Berkery,0.4426870346069336
BWT-HMM-Merging,hypothetical_protein_test,0,Tad Berkery,1.132742166519165
BWT-HMM,compressed_hypothetical_protein_test,0,Tad Berkery,0.1892619132995605
MLSE-Viterbi,compressed_hypothetical_protein_test,0,Tad Berkery,0.4584217071533203
BWT-HMM-Merging,compressed_hypothetical_protein_test,0,Tad Berkery,0.1898813247680664
BWT-HMM,hypothetical_protein_test,0,Tad Berkery,7.229034423828125
MLSE-Viterbi,hypothetical_protein_test,0,Tad Berkery,0.4808676242828369
BWT-HMM-Merging,hypothetical_protein_test,0,Tad Berkery,1.2303526401519775
BWT-HMM,compressed_hypothetical_protein_test,0,Tad Berkery,0.201826810836792
MLSE-Viterbi,compressed_hypothetical_protein_test,0,Tad Berkery,0.4567630290985107
BWT-HMM-Merging,compressed_hypothetical_protein_test,0,Tad Berkery,0.1946487426757812
BWT-HMM,hypothetical_protein_test,0,Tad Berkery,6.735480070114136
MLSE-Viterbi,hypothetical_protein_test,0,Tad Berkery,0.43761706352233887
BWT-HMM-Merging,hypothetical_protein_test,0,Tad Berkery,1.1095354557037354
BWT-HMM,compressed_hypothetical_protein_test,0,Tad Berkery,0.1880512237548828
MLSE-Viterbi,compressed_hypothetical_protein_test,0,Tad Berkery,0.45757055282592773
BWT-HMM-Merging,compressed_hypothetical_protein_test,0,Tad Berkery,0.18084430694580078
